Company Name	Ticker	Reporting Currency	Sector	DPS_FY1	DPS_FY2	DPS_FY3	EBITDA_FY1	EBITDA_FY2	EBITDA_FY3	EPS	Market_cap_million	Share Price	3yr TSR	EV/EBITDA	Sales_FY1	Sales_FY2	Sales_FY3	Net_Debt_FY1	Net_Debt_FY2	Net_Debt_FY3
Minatosung Jade Global	MINAD	ESD	Consumer Staples	2.056073876	1.923853984	2.011748483	2222.73114	1477.313843	1885.376521	3.047673257	 10,077 	46.84736523	-0.877285831	7.280851891	5815.358043	5964.933051	4933.353147	12897.49743	2422.78829	6310.23692
Eastbridgeum Partners	EASTF	ESD	Industrials	0	0	0	1745.475752	1873.865597	1774.883761	1.819555682	 74,671 	67.64586015	3.359048288	2.282209717	4071.871828	2183.781688	4431.792899	-1143.167679	-2390.202069	-1540.164742
Seorrita Systems	SEORB	ESD	Real Estate	3.958263372	6.002595983	3.900743512	945.7496443	738.9121656	572.06217	2.627549515	 10,436 	178.5800756	0.144339765	21.97675047	1673.690284	1822.869525	718.7893185	5342.001123	1865.99085	2917.625033
Ardenhallent PLC	ARDEP	ESD	Materials	1.836772212	0.377409251	1.001480413	8611.817501	4045.338373	8765.901478	8.1796102	 113,716 	166.894811	0.672608431	0.755746982	16521.3732	52147.62664	32633.48154	-2864.551734	4797.885714	-1986.144876
Montarisor Bridge SA	MONTH	ESD	Health Care	0	0	0	949.0197215	1052.691859	764.4372916	15.66310303	 13,457 	79.91637236	5.176860892	16.39283413	5486.270396	2879.114417	4808.704015	3118.377894	1756.817873	2331.694412
Ardenis Polaris AG	ARDEN	ESD	Information Technology	0.723454042	0	0	18247.85941	13556.11836	10169.63827	19.63329206	 255,448 	164.7145424	4.436803511	12.15825491	48289.59256	21103.38962	18098.37211	-4086.758618	-1599.91993	514.0241066
Monteleus Holdings	MONTB	ESD	Information Technology	0	0	0	24.83366224	779.6588563	507.0451582	3.809040501	 106,637 	414.5354462	2.746134989	31.85350001	2155.74742	3087.925759	2128.644722	-3735.601813	-2802.360671	-1209.916908
KoryoTech	KORY	ESD	Information Technology	1.219822037	1.705649083	0.950407104	16337.54808	19155.61074	9389.438731	2.757312929	 152,200 	28.78684033	2.129852317	12.5786243	71933.88756	43720.58609	44891.60155	18805.28455	-22128.49284	-11617.81812
Valdorent Vector Group	VALDW	ESD	Real Estate	0	0	0	178.3290636	417.4267079	1041.901007	1.211625356	 30,088 	107.6442254	0.38710355	88.21120408	2495.644703	3503.46552	1995.886739	-5070.46689	-3741.583163	-3521.3131
Crestalova Group	CRESE	ESD	Industrials	0.681716771	0.244847819	0.356364688	3489.241553	4616.288087	4897.750089	1.415564222	 98,021 	34.12086088	0.140725432	16.7003421	12430.78823	13319.74631	16249.09439	17995.69994	19188.30339	11614.94328
Rheonent AG	RHEO	ESD	Industrials	1.467605386	1.406369005	0.750867806	1835.898028	3275.64704	1542.627088	5.189891826	 71,571 	305.0914294	0.267480237	23.92106099	9028.705017	9967.516752	5345.792098	2559.061946	2725.27632	3708.061661
Hanseizhou Jade Co	HANSN	ESD	Energy	1.0706533	1.319390949	2.79111673	758.8951347	4108.137713	4438.401009	2.481899017	 22,860 	22.597754	0.777237818	3.353346896	3865.489664	12105.57821	3235.537698	1989.187782	1220.199976	3394.946043
Suryarong Group	SURYT	ESD	Information Technology	1.19796476	0.913623413	1.196063815	3805.777716	3422.724652	3921.065064	6.600740635	 45,806 	30.47658042	1.489142272	3.48737522	17885.06129	14128.97304	15716.40582	-278.7125093	-2029.16863	-1028.865201
Loxhavora AG	LOXHE	ESD	Materials	0.498523265	0.399950608	0.683860206	3508.410351	4780.068405	1120.433095	2.637146858	 37,406 	85.74743744	-1.351301767	8.949708937	20261.81417	15892.4626	16168.02894	13.53751131	-484.7382312	-5793.659076
Veloria Bridge AG	VELOW	ESD	Financials	2.152383464	2.954578154	1.756422818	#N/A	#N/A	#N/A	13.38625722	 228,922 	125.8878037	0.701056601	#N/A	60557.74325	69850.14535	75014.00787	#N/A	#N/A	#N/A
Ashokashan Co	ASHOI	ESD	Consumer Discretionary	0	0	0	1872.100641	360.4131575	-469.4527089	3.207514697	 48,788 	568.3079408	16.55185311	21.24607996	13305.27484	3679.394879	16874.49916	7822.512482	9422.657501	6153.595672
Neopon Axis Group	NEOP	ESD	Health Care	1.554935646	4.450368093	2.171486521	13245.88528	Nan	5844.387873	4.590944918	 121,444 	96.17474129	0.272833276	9.901702621	405791.3363	211815.1391	304518.5084	38007.65397	53472.82738	67736.0664
Altiorex AG	ALTI	ESD	Energy	6.424233915	3.657946775	6.838433134	60430.00173	60913.66736	22695.82547	4.127219377	 65,689 	247.5908271	-0.113531507	11.13093179	220144.7553	248366.3888	285715.8343	16689.76738	6837.998243	12022.6937
Miradus Group	MIRAC	ESD	Industrials	0.692022503	0.797032706	0.216057091	7380.61917	8582.986983	7785.621832	4.882364622	 67,058 	87.56341266	0.118117667	6.719534339	53803.35319	73183.6367	36232.0333	12313.44176	7904.526226	22880.18851
Ardenhallova Industries	ARDEQ	ESD	Consumer Discretionary	0	0	0	849.488127	823.9666429	494.0532161	2.517197865	 104,008 	20.02086675	2.745948194	35.6367978	10446.16149	10021.54162	4906.792845	-4873.983904	-3259.028171	-4226.095287
Montela Partners	MONTJ	ESD	Industrials	0	0	0	193.1182005	535.5637245	267.7252887	2.232865746	 17,017 	87.7474774	4.870053919	23.02419156	1592.646872	1063.073555	1192.876496	246.219412	557.4906571	1091.596109
Luminexara GmbH	LUMIF	ESD	Information Technology	0	0	0	44.10195073	374.108816	464.3875928	2.815794366	 43,494 	100.5444913	6.432207129	64.06857511	1662.876782	2326.977794	941.0419972	-1762.243096	-1093.521252	-1907.589114
Veloror Industries	VELOA	ESD	Materials	1.345398132	0.500341141	0.567669807	3667.207008	1544.194208	4848.458465	2.252740289	 11,764 	-3.627340113	1.64617651	12.02660549	11251.07826	9860.368159	11969.19596	5544.215549	4274.445546	11618.60058
Loxbea Capital	LOXBA	ESD	Consumer Discretionary	0	0	0	322.7018342	790.4218864	1053.203335	3.943054213	 16,187 	105.3893196	1.444985418	0.658501618	5563.165895	6065.00908	4757.702504	-944.7254594	-1966.906881	-846.8155685
Vedantasei Co	VEDAW	ESD	Information Technology	1.848992352	1.912882381	1.2273997	15783.06132	10309.88043	6415.535427	9.391358091	 53,202 	54.81194957	0.602101918	7.154364919	92051.78834	79982.84857	60235.62606	21350.31087	33705.56386	9672.506469
Crestalova Industries	CRESB	ESD	Industrials	9.739941305	3.085933291	4.169869197	17837.03034	10237.40081	12918.55278	27.05448493	 47,613 	738.1205013	-0.23127489	31.87380092	38273.38338	57658.67825	37657.42047	76976.67382	1417.496536	3175.298066
Rheoneus Prime Holdings	RHEOL	ESD	Consumer Staples	1.070567214	1.618162433	2.52069693	2456.052574	3368.889191	5296.489231	8.931596234	 40,559 	243.1050244	0.140984936	16.15608971	70536.09836	34646.22118	23777.45268	773.0804298	4031.701471	8884.216131
Loxhavor Polaris SA	LOXHW	ESD	Health Care	2.444816595	3.878271111	2.576658879	3137.838488	1972.894077	2906.222414	9.186857172	 20,718 	120.4168098	0.86415641	8.64598748	10507.51654	8052.270338	10055.82108	6506.060076	3026.752395	3514.410985
Veloria AG	VELOZ	ESD	Consumer Discretionary	0.247207928	1.09542066	0.920066489	5567.700163	6748.190592	8426.005311	12.11903501	 81,131 	136.5812796	1.786085954	10.87824242	29608.62906	33939.17801	55428.36942	801.7922658	1811.042274	3158.765387
Jinhua Axis Technologies	JINHG	GBP	Health Care	1.042834358	1.631996822	0.849181116	11030.41431	12372.3189	11680.52219	5.957994731	 140,833 	311.8517904	0.563285253	21.57662846	22842.36276	40127.03474	7787.649321	18940.77875	16991.01422	19908.26706
Tianjing Technologies	TIANH	ESD	Communication Services	1.380314661	0.783227506	0.011418057	24659.33441	22165.0833	16048.20167	2.912452197	 256,343 	122.7631542	2.873427085	9.465680783	101325.9829	76020.63269	67350.32734	38048.7761	31867.82077	33034.24549
Mahinrae Lotus Group	MAHIN	ESD	Real Estate	5.564303284	2.708933712	7.514366454	2880.408043	3657.395823	1617.553719	3.221023149	 46,553 	134.0703047	0.714709141	33.01329036	5590.305738	6946.24893	4159.816048	10661.43605	17742.74012	13693.87573
Wenrita Axis Capital	WENR	ESD	Consumer Staples	0	0	0	2529.658301	2440.988941	3928.198399	6.205581613	 28,742 	192.6609693	1.632186108	10.862643	44104.54629	30111.92645	28800.92968	7595.357937	3531.808659	4484.729369
Bravonea PLC	BRAV	ESD	Real Estate	1.171322845	0.908119603	1.300252433	2049.164886	1312.028695	1150.779517	0.00506294	 3,135 	26.95596134	1.570162514	10.39446477	3171.39193	2045.649284	3103.655497	7185.877945	8201.790304	7828.201096
Oxena GmbH	OXEN	ESD	Industrials	3.238944679	2.713224506	2.861778302	1340.079864	1229.630402	1010.045839	13.09550758	 42,372 	76.91043257	1.325492671	9.148513481	9723.516128	8917.781403	9979.390693	1863.556216	3249.287585	2772.495174
Arjunzuna Axis Capital	ARJUM	ESD	Materials	1.555277398	2.396173352	3.216910823	3755.980515	3875.216468	8728.269452	-1.876389035	 25,450 	28.81365989	1.26790722	11.34539037	41260.3274	68383.8176	57786.85789	15178.02288	17072.09197	14223.50395
Nanjzuna Vertex Co	NANJR	ESD	Consumer Discretionary	4.295128692	2.756219742	2.257242555	994.0117697	618.8807358	753.9368679	12.51812762	 13,051 	357.9545384	-0.496053768	15.13066172	6005.892133	9576.080009	2500.89293	6487.288671	3456.520195	3592.392698
Kronwex Capital	KRONA	ESD	Consumer Discretionary	1.383154502	7.99233405	5.310780742	1668.100859	2209.673847	1355.64487	8.828320149	 21,931 	240.1945251	0.328309961	17.21119911	14572.62157	-5824.774377	14658.24922	868.9491124	659.1246645	626.1948327
Valmora Industries	VALM	ESD	Utilities	4.774078369	4.98832226	2.460343069	2561.532701	1804.24424	4537.793411	8.566759665	 22,369 	222.5571791	-0.190885171	13.1740698	21580.54853	18013.00824	20563.83347	24869.7105	12631.85162	28222.72984
Ardenor Group	ARDED	ESD	Utilities	6.150922721	3.382645542	3.509516698	27542.20194	16828.88845	4108.076956	10.33296964	 80,741 	154.2426763	-0.972623611	7.501035143	29913.96374	40886.86814	28235.29669	100169.8192	50347.92835	84556.91586
Montelon Vertex GmbH	MONTY	ESD	Utilities	2.824150954	3.690315616	3.654410351	387.2134557	7439.201664	5108.137616	1.920006038	 55,237 	82.44389352	1.650625355	10.50709726	14662.12658	13842.08218	8024.061539	53482.3001	45830.3365	48230.68467
Eastbridgeix AG	EASTR	ESD	Health Care	0	0	0	2997.129295	2883.341938	1147.652449	9.444210986	 4,815 	-92.33433059	-0.268271373	5.971097121	3917.465067	9836.307829	15468.43073	6467.345447	8036.019966	12238.02523
Seordus River Technologies	SEORS	ESD	Energy	0.940852291	2.774730826	0.656151901	9550.606201	6656.436697	11556.97446	4.324636599	 11,676 	73.85213138	1.736166274	2.873455536	17582.31693	24168.79132	12168.37531	2165.690795	5024.717204	2943.487484
Ferroova Holdings	FERRU	ESD	Health Care	0	0	0	552.0945403	277.9308298	422.0228089	2.310328557	 34,164 	68.06309738	-1.911154375	24.15954634	4244.430107	2294.166581	2632.557666	808.5541677	10.46342627	-315.3083655
Shinzhong Vertex Co	SHINU	ESD	Communication Services	1.401515504	0.796915545	0.434938262	1498.002329	2963.841503	-217.1281663	9.884911047	 25,303 	158.6508131	1.231717009	8.082542538	7098.615322	7325.257397	8781.518152	-1202.758032	-1041.561785	-1368.146221
Altiorix Polaris PLC	ALTIR	ESD	Consumer Discretionary	0.712692606	0.755851676	0.94804543	2493.611084	2756.026501	4922.432588	6.686343686	 30,519 	117.7665089	2.050897492	20.48907923	4698.590803	7206.931448	3178.847392	8168.191972	5904.615618	7780.065824
Miraehua Technologies	MIRAL	ESD	Materials	2.810151727	2.19838039	3.421778522	5886.675513	3727.105636	2706.689423	7.48446923	 86,924 	172.1422114	0.583719134	18.91587357	13201.33113	15424.51655	12491.22854	1854.553998	8690.7549	3903.719342
Hualges Industries	HUALG	ESD	Utilities	1.491716212	3.884788371	2.736363632	4055.642802	5436.956164	8455.395555	5.359470643	 15,403 	37.60706815	-0.288829461	7.208518566	33387.95783	24612.7845	22620.55954	11341.1359	28044.96325	12875.01901
Taishges Jade Corp	TAIS	ESD	Industrials	1.712502406	1.308711321	2.492856793	1599.140136	2579.57456	1701.30868	8.814874365	 39,981 	198.4729921	-0.25123823	13.31107615	6546.226752	1103.465537	4707.051234	5548.616226	7211.742674	6236.155854
Danforthen Industries	DANFF	ESD	Financials	8.149136425	1.871438923	5.626616252	#N/A	2282.997949	#N/A	27.44269052	 23,274 	106.6383237	0.175375287	#N/A	20140.65867	15578.27682	18461.47748	#N/A	#N/A	#N/A
Ryujsheng Jade Global	RYUJD	ESD	Utilities	1.912152287	3.361660934	2.829561487	5064.564059	7266.616734	2968.084847	6.772627438	 26,560 	55.58048072	0.136109097	4.568352323	27139.80468	21659.10392	13150.13804	30860.73843	32206.23572	26223.19875
Bharatshino Group	BHARD	ESD	Consumer Staples	1.416791116	2.495628992	2.110131147	2445.010208	990.9972428	2798.574955	2.002264142	 26,334 	45.01468017	1.863678346	20.48288327	16943.07312	21394.45409	16658.26014	7304.255976	8263.433377	763.4048701
Novastra Holdings	NOVAG	ESD	Health Care	6.705667119	6.171551438	5.183947998	#N/A	12715.73135	14413.10864	48.96275944	 139,974 	308.4911597	-0.577679662	15.14315338	177585.6003	107906.1697	165700.1928	24719.89468	-367.1316621	11506.46616
Hanzhong Holdings	HANZ	ESD	Industrials	1.210260605	0.589014091	0.92626628	953.2543063	544.3792232	746.2569778	28.1408902	 38,340 	684.9854321	-0.648957637	27.14573584	17096.7135	6871.312857	13120.56561	-1009.069882	#N/A	#N/A
Suzhoudao Industries	SUZHI	ESD	Industrials	3.282748486	1.467931475	2.694167629	6120.199908	4958.323605	4721.333097	4.657716999	 70,939 	183.6330223	1.15173304	8.452473369	9529.587082	23976.9256	11706.98497	3881.36395	90.89885303	5963.466262
BaolCore River Systems	BAOL	ESD	Energy	6.251813217	4.334494287	5.467614263	12831.31752	24304.95091	22362.94794	14.09002851	 4,096 	62.52805406	1.51805167	2.59653759	18062.10655	21938.59454	25748.38666	-1252.086341	-467.2747177	30.22384703
Nordeus Industries	NORDG	ESD	Information Technology	0	0	0	661.3551594	906.7580397	794.00986	11.16928271	 2,273 	125.6972123	1.178883999	3.469428551	7309.638779	4988.485784	3025.60767	-3404.472499	-1616.677961	-1489.324036
Asterhix Group	ASTEV	ESD	Real Estate	20.7897434	12.55091796	11.29450457	4624.117784	5758.420043	1279.261083	9.947578884	 68,753 	1021.393938	-0.254125123	24.96355777	7564.030504	7079.654418	4338.279749	8900.140298	17676.0619	12893.98411
NipponNova Global	NIPPN	ESD	Real Estate	3.769713144	1.754218883	2.170601405	2369.208069	1218.595029	1657.958333	1.739692557	 26,021 	104.113159	0.357062218	9.563115249	3073.528211	3542.955449	277.6023394	5233.193414	6627.503029	8002.82437
Ferroora PLC	FERRV	ESD	Energy	0.615843901	0.501577549	0.613129234	3504.174095	1772.765709	3692.27335	2.21507315	 25,876 	34.11064831	3.33351757	8.970901062	13807.75568	8598.704827	6121.112352	5905.145235	4089.69028	4393.432083
Shinseong Corp	SHINM	ESD	Financials	4.842348667	6.159084251	#N/A	511.9191658	#N/A	#N/A	11.03116525	 13,313 	76.63182495	4.060761821	#N/A	4381.579723	2492.05127	2378.146874	#N/A	#N/A	#N/A
Luminexix Crest Partners	LUMIK	ESD	Real Estate	4.818412268	13.94946362	7.760417697	1757.421692	1244.300391	1070.240302	5.572086688	 11,960 	129.4087846	0.300694754	8.677734709	1278.8247	1513.868049	1448.961527	5310.783199	6543.383585	5933.581862
Veltreus Crest Group	VELTL	ESD	Utilities	1.689246106	2.821154635	3.390437719	8444.984556	622.6332957	3941.233683	4.969524789	 36,134 	67.03779618	0.221328891	14.12975544	14791.65342	11757.76874	11374.70831	24855.37278	20433.71294	19888.29698
Lotusfield Holdings	LOTU	ESD	Industrials	2.697340726	1.184528554	2.544638847	7030.76978	5262.439278	4721.848263	14.05705712	 50,397 	419.5041034	3.20105033	17.94587218	25184.45972	6515.450852	16644.22086	4575.138947	4620.752034	13900.82812
Valmorum Vector Holdings	VALMF	ESD	Utilities	2.626080455	1.716819008	2.293957384	8092.668671	3445.724118	4162.918502	3.787346958	 33,226 	64.61411008	-1.090009279	12.12310324	18349.34784	29215.07702	15454.14119	-515.9918215	20060.18283	16254.85753
Hanseong Global	HANSU	ESD	Utilities	2.750201126	2.32513621	2.530671436	1464.808417	1059.271694	2557.374354	4.155410896	 9,392 	155.2121659	0.966768157	#N/A	2911.253944	2535.441826	6824.973374	18433.32062	14955.95444	8688.891028
Suryatek Industries	SURYV	ESD	Health Care	0	0	0	1402.828188	3206.416134	1548.725674	2.448366911	 81,971 	65.16412968	1.149929804	35.62391951	7090.353804	4612.421624	7370.184808	-835.2950207	-1013.669134	-1909.285577
HanriverTokyo Prime Co	HANR	ESD	Utilities	0.399131014	2.190282518	1.714062036	11017.70267	11782.28634	8904.458847	2.895111906	 44,018 	56.67900211	-1.28913352	12.79867189	22376.9257	18490.96262	18253.22089	43153.08764	14816.67212	70698.66622
Solenteus Bridge GmbH	SOLEZ	ESD	Energy	1.718421504	4.373707882	2.883603094	1344.695681	1753.803312	5790.353938	9.594307863	 58,016 	134.1747683	1.30059551	10.95540066	5149.754013	5865.607102	6595.661009	855.7608226	3035.965808	2034.695076
Celeris Holdings	CELEV	ESD	Industrials	2.014800611	2.073057111	1.276036559	664.9191371	906.4459381	2659.555209	3.672857183	 25,881 	85.90846288	1.903082009	16.46562816	11346.61455	22276.95482	16895.90902	-862.2058956	-1781.831857	-1044.019196
Pearlkoku Holdings	PEART	ESD	Consumer Discretionary	0	0	0	2005.266215	725.2814607	2227.627062	14.3449524	 14,448 	423.1803799	9.247807504	11.15478649	18221.90194	13882.38295	8387.648497	1170.148305	2692.665384	775.732068
Mekongara Corp	MEKO	ESD	Real Estate	8.863808213	5.600915216	7.02970145	1631.197501	2148.340275	1758.511888	3.230739368	 42,902 	154.5850947	0.329479894	-2.0893311	2624.734166	2292.629118	2086.744044	11303.03811	10515.23841	4964.804727
Yamakong Vertex Capital	YAMAX	ESD	Energy	8.343677349	10.64835574	7.764122605	3594.807739	5918.7982	5083.835971	15.63679535	 13,545 	196.0549362	0.897228676	6.09756538	1592.037004	9460.071458	7624.934086	6897.095746	7842.262654	3681.268074
Hikaririver Industries	HIKAB	ESD	Industrials	1.388906546	0.98531531	0.91815733	2411.891512	1741.151743	3546.11075	0.710364636	-3,878 	28.19601751	-0.013498369	21.83266871	4434.388982	8012.81429	7753.019553	-66.04761154	33.1779212	261.612789
Taeyangriver Systems	TAEYC	ESD	Materials	0.702833213	0.805342682	0.858604077	9602.265822	8861.264424	12399.91697	0.954455154	 93,167 	97.57462706	-0.657989268	10.85775972	29488.72423	10887.05913	18705.53279	4036.7701	4459.590018	2906.679008
Altioria Systems	ALTIP	ESD	Financials	4.016633873	5.299195615	4.547993587	1554.842776	715.6190531	976.9666515	22.29837019	 16,936 	284.1025585	0.096953869	5.336928841	1464.892876	3683.966437	2004.991966	740.3526164	-56.24910371	1671.468392
Miraeges Axis Holdings	MIRAI	ESD	Industrials	2.973749372	4.843235856	4.080238885	11891.77742	12461.80228	10528.19124	15.74640914	 84,027 	463.6135761	3.225302394	10.4112007	47051.70917	117267.2044	125100.6467	13546.42691	16792.63523	16346.78963
Baolra Group	BAOLB	ESD	Utilities	1.28099902	1.445346287	1.704392876	6875.13082	2303.635868	4880.900232	5.118273347	 26,079 	71.81097792	-2.740150575	19.30591853	15446.11351	14770.24294	13126.00377	33149.3702	16781.13367	21449.03553
Nordhelmea Partners	NORDV	ESD	Information Technology	0	0	0	837.3658736	1117.640262	740.3436085	17.16094501	 23,235 	150.1343307	2.582930118	14.86144107	2755.541732	3497.40843	3349.443036	-564.8948975	-1155.120527	-603.1321681
Hualriver Corp	HUALK	ESD	Information Technology	0	0	0	1130.68588	690.8365499	997.1441481	53.33111504	 49,374 	948.8646891	0.157602024	-2.646689125	883.3890725	1955.641358	1769.455855	1225.092484	1292.192849	1030.864128
Taishkari Group	TAISQ	ESD	Financials	1.501021943	2.113956125	2.239546528	2986.630263	3706.63852	9118.631295	6.110685619	 15,578 	86.44105722	1.146072906	9.66702639	18306.31229	7998.519376	18104.16835	24588.15625	16446.53074	25772.3246
Mahinka Corp	MAHIK	ESD	Financials	0	0	0	10537.06307	7593.585298	8267.097372	9.323120323	 41,962 	71.78598067	1.816456154	7.635889467	13195.20858	16253.80627	19442.5281	24034.34207	20463.50217	14732.56831
WenEast Jade Corp	WENE	ESD	Financials	1.572721768	1.351435183	1.829237624	#N/A	#N/A	#N/A	1.676724381	 46,327 	59.65830056	2.864398979	#N/A	3195.803509	8694.097234	9184.624244	#N/A	#N/A	#N/A
Auraleus Capital	AURAL	ESD	Industrials	1.549784351	1.050602664	#N/A	656.873053	698.4262118	532.7426454	36.94267019	 54,694 	354.1650468	1.07509611	18.73212479	7297.400188	4606.183124	3124.128931	-108.6309457	#N/A	#N/A
Nipponto Jade Global	NIPPG	ESD	Communication Services	0.736876739	0.819444311	0.735074387	5611.998422	3669.019303	3115.898988	5.799871842	 11,699 	56.3453954	4.698510775	16.56868636	21006.41528	5043.766307	16202.27484	3236.168304	2989.524646	1904.801705
Hualzhong Holdings	HUALS	ESD	Communication Services	0.595238862	0.240267903	0.734899655	3634.338766	2172.158244	3543.016565	3.875408723	 26,724 	81.64473249	2.708409232	15.15871808	21982.48167	12247.4566	12781.34132	2930.150861	2855.654113	2523.584537
Taishtronix Systems	TAISP	ESD	Real Estate	3.027460351	2.655935022	6.025946473	673.0949451	1108.174786	622.1489221	2.059327683	 10,669 	85.56201773	0.646698359	10.89878994	1612.196003	390.8441556	1397.439178	349.1652348	3605.435087	4056.102672
Hualsei Prime Holdings	HUALY	ESD	Information Technology	0	0	0	1931.046174	701.1906699	180.077961	19.17626531	 19,593 	356.0746426	5.019491592	8.307635652	3684.713821	2811.378225	1542.856341	-607.9085299	-1772.61638	-2014.908274
Taishrong Global	TAISW	ESD	Information Technology	0	0	0	1430.358779	936.643355	1787.373711	2.260840976	 25,760 	83.14360545	1.904157609	11.51935838	6689.755108	3251.560913	5364.753959	-1106.652893	-803.5623861	-1650.07031
Baoshsei Labs	BAOSR	ESD	Industrials	0.269310862	0.117500646	0.233783856	1684.382011	1241.598289	1498.633308	2.496519974	 14,417 	52.69775899	1.345150079	15.45622518	7949.361304	10404.21983	3639.031368	2018.324337	2691.352016	3769.520355
Norlindent Bridge Holdings	NORLF	ESD	Consumer Discretionary	0.358039129	0.935763175	0.552515756	17408.1022	16758.05111	15789.06275	1.166629883	 55,565 	7.095498676	3.425248292	20.41574776	246304.353	148619.1208	55268.45657	-3706.574148	-12098.47375	-11659.03092
Asterhara Crest AG	ASTE	ESD	Information Technology	0	0	0	1242.506924	652.968157	50.19737803	5.561910398	 9,361 	95.55575078	1.001068707	15.65560687	5425.286425	5489.146749	3608.136986	1702.865372	4100.29024	2010.209965
Neoryo Technologies	NEOR	ESD	Industrials	2.611211746	3.577721968	4.023376752	3793.476564	4707.257694	4708.710912	15.25023683	 107,486 	132.490614	-0.164526476	17.48081606	45949.27384	38136.67815	16799.28526	6134.881198	7280.7464	12124.31714
Asterholm PLC	ASTEI	ESD	Health Care	0.115647096	0.135310583	0	3146.993792	1216.273776	1533.511928	3.682191926	 56,870 	29.73272573	1.261342671	12.74606626	19022.61354	9669.39498	#N/A	4261.926843	6243.966213	#N/A
Nipponkoku Vertex Global	NIPPS	ESD	Information Technology	0.161397183	0.173989392	0.462974668	1946.142105	2262.631384	1545.562105	2.714324747	 20,740 	33.03917082	2.110000608	13.79421312	2402.434044	682.4312821	4706.972728	5200.981123	5585.437574	1010.622755
Kizunazhou Corp	KIZUM	ESD	Industrials	2.00406023	0.894925823	0.209317196	#N/A	2278.079495	5527.353118	8.848426207	 105,823 	348.1067357	2.032341638	20.04860069	28630.54339	88794.81896	48298.39761	8531.600902	2393.095973	12177.97263
Valdorent Holdings	VALDA	ESD	Industrials	0.241188438	#N/A	#N/A	710.0211588	660.8218437	#N/A	5.27724527	 127,438 	355.5236712	#N/A	16.46148572	46715.13348	#N/A	#N/A	-1031.356221	#N/A	#N/A
Euronexis	EUROX	ESD	Health Care	2.388205635	4.634460909	2.885614385	15147.78483	19965.5037	15230.02112	6.060425665	 117,156 	131.8097706	0.228620289	9.250797788	30458.41447	33367.54616	33271.58784	16979.62397	17179.55445	12117.63497
Shikojing Lotus Global	SHIKS	ESD	Consumer Staples	0.968066135	2.135867598	2.053904009	5915.227613	4976.902071	-239.0838736	3.095114107	 23,512 	13.02248032	-0.084825937	10.23907225	21010.10146	11962.31715	24745.82673	21498.32003	14127.50957	10212.55318
Daezhou Labs	DAEZ	ESD	Financials	1.39981664	1.252918019	0.962126429	#N/A	2288.954063	762.4056671	22.17993589	 9,984 	272.3626955	0.229805607	#N/A	5562.59903	9469.133606	8241.374217	2248.24306	2124.57637	1395.489315
Ryujara Holdings	RYUJI	ESD	Information Technology	1.490812942	1.009673284	0.476536334	3377.973069	4752.378382	2332.722192	3.30389074	 116,393 	160.4592558	0.631699099	27.39524345	15253.71138	16696.64408	8447.540878	6769.88672	5544.135397	6678.056116
Ayushira Global	AYUS	ESD	Consumer Discretionary	0.411609725	0.328132912	0.08527412	24292.63653	24292.0966	5498.673501	14.37706327	 79,416 	76.81214651	2.887874374	4.263376768	195248.9886	290751.9019	104182.7995	-4365.575691	-8023.192719	-3004.806753
Norcrestum GmbH	NORCY	ESD	Industrials	0	0	0.00042484	796.1690626	632.0995254	1172.781637	10.3629946	 5,099 	200.3701832	9.093958901	12.55871612	5498.552793	5343.918082	4152.795718	1417.908431	1689.022065	730.6845375
Bellatis Polaris Partners	BELLR	ESD	Communication Services	0.513375219	0	0	226033.2305	47608.87729	84621.33141	15.11558539	 3,373,471 	534.4164931	1.601087083	15.93829021	236636.283	373477.4836	172873.3259	-185795.877	-151052.2497	-158571.3977
Norlindum Ltd	NORLX	ESD	Communication Services	0.869252684	0	0	140337.3496	79949.3216	132059.4744	8.377969601	 2,198,386 	210.1882277	3.584145839	28.40523225	183550.3016	122648.8444	283646.7406	-107554.2316	-135794.6458	-193556.8474
Altioron Ltd	ALTIT	ESD	Consumer Discretionary	3.201016538	5.509946252	1.973079328	2282.903773	1866.303984	3378.629843	9.553147547	 22,446 	171.4846919	0.299120142	8.650329282	34041.69386	17226.67959	19962.15603	3369.376529	2814.149902	1007.591867
Miraekong Silk Technologies	MIRAP	ESD	Financials	1.111992682	1.486314057	0.531382875	3857.822801	5966.61687	2172.597869	11.46580414	 14,314 	55.6105294	0.659273706	3.567209848	5163.824608	1715.502983	14657.12627	14234.0997	18157.46931	12061.92685
Hanrivershino Holdings	HANRD	ESD	Consumer Discretionary	1.706481531	4.386826496	4.196527973	2124.044375	972.858487	1414.426761	8.662175383	 52,004 	192.3307012	1.39063418	26.04362274	4304.590773	3095.234739	3136.587859	-2203.001569	-437.877929	-4902.069198
Solvum Capital	SOLVF	ESD	Financials	14.9502992	4.913554384	11.54824508	#N/A	#N/A	#N/A	45.69363888	 341,555 	1423.869257	2.028555347	#N/A	72510.66698	29492.59603	42016.87129	#N/A	#N/A	#N/A
Ayushira Prime Holdings	AYUSK	ESD	Industrials	10.29961832	5.937079939	7.464835637	1992.991549	4000.93607	766.8164092	23.43454478	 40,763 	566.7033935	0.339587187	9.171349025	23800.49444	15943.23961	15405.63012	1476.239362	2874.257606	2368.470903
